,Unnamed: 0,종목,2018_당좌비율,2019_당좌비율,2020_당좌비율,2021_당좌비율,2018_부채비율,2019_부채비율,2020_부채비율,2021_부채비율,2018_이자보상비율,2019_이자보상비율,2020_이자보상비율,2021_이자보상비율
0,1,SK렌터카,14.9,32.0,27.0,31.6,375.1,377.2,381.0,491.4,0.8,1.5,1.9,1.9
1,3,BGF,540.9,497.0,667.6,365.9,7.2,8.5,7.9,14.4,23.4,78.0,42.2,6.8
2,4,BGF리테일,77.6,68.7,70.5,68.9,184.2,248.9,240.3,220.8,27.7,10.3,9.0,10.7
3,6,BYC,42.9,66.4,67.4,78.4,81.3,59.8,50.0,42.1,2.9,2.9,4.5,9.4
4,7,CJ,61.2,69.0,76.4,72.7,153.4,176.3,160.0,154.8,3.6,2.3,2.4,3.6
5,9,CJ대한통운,82.6,91.7,89.5,94.9,151.3,149.2,138.7,123.9,2.8,2.4,2.8,3.4
6,10,CJ씨푸드,32.1,27.7,42.5,84.6,104.8,97.9,105.5,98.8,4.8,3.7,5.9,7.4
7,11,CJ제일제당,58.6,70.7,76.9,65.6,166.8,177.2,151.9,148.5,3.4,2.3,4.3,5.6
8,12,LG헬로비전,89.6,56.1,87.3,158.5,84.0,88.2,133.4,128.1,3.7,1.5,2.2,3.5
9,13,CS홀딩스,772.8,870.2,836.2,493.2,10.8,9.8,9.5,13.3,54.9,209.5,272.3,357.2
10,14,DB,124.5,129.5,73.9,160.3,109.7,72.1,50.6,37.5,0.3,2.7,4.7,4.9
11,15,DB금융투자,46.1,55.8,43.3,43.1,825.7,937.8,980.2,814.1,2220.0,2988.0,3024.0,3808.0
12,17,DB하이텍,217.2,170.4,155.7,223.4,91.0,68.9,48.3,40.1,6.8,13.4,36.8,121.6
13,19,DRB동일,102.7,105.4,117.1,87.9,59.8,61.5,67.5,74.9,5.9,5.3,4.6,0.1
14,20,DSR,77.2,82.8,93.8,84.6,52.6,54.8,55.2,70.0,6.7,7.9,12.9,11.4
15,21,DSR제강,89.2,91.9,97.6,86.9,50.9,42.1,41.0,57.1,6.1,5.8,6.3,7.1
16,22,E1,80.6,86.3,57.4,88.7,171.0,198.8,200.1,191.2,0.3,2.0,0.8,0.1
17,25,GS,60.9,55.4,76.5,86.5,115.0,124.5,127.6,119.6,7.7,6.2,3.0,8.2
18,26,GS건설,106.8,111.3,101.6,99.2,232.0,217.9,219.4,211.6,7.9,5.2,6.5,7.1
19,27,GS글로벌,82.4,82.7,87.0,80.1,231.4,217.2,220.0,321.2,2.8,3.1,2.1,2.7
20,28,GS리테일,28.2,34.7,43.7,48.2,107.4,174.6,169.1,114.2,6.1,3.3,3.7,3.3
21,31,JW생명과학,59.2,65.9,57.3,51.7,83.8,64.3,61.8,66.9,10.4,17.2,15.1,22.2
22,33,JW홀딩스,94.7,65.0,51.1,60.3,218.1,260.4,243.3,249.6,1.0,0.0,1.4,3.2
23,35,KCC,144.4,86.3,81.6,87.5,56.2,110.7,135.4,139.6,3.4,2.2,0.8,2.7
24,36,KCTC,83.8,74.3,90.4,116.3,98.3,115.1,110.9,132.4,4.1,3.8,4.5,6.7
25,41,KG케미칼,84.5,67.7,66.2,63.8,149.7,207.2,186.8,173.3,7.7,2.9,4.0,7.9
26,42,KISCO홀딩스,404.8,499.6,525.2,479.4,20.8,17.3,17.2,18.8,176.4,117.7,177.8,634.8
27,43,그린케미칼,73.6,87.1,122.9,87.7,76.3,72.2,56.2,71.6,2.6,6.6,19.3,37.3
28,44,KPX케미칼,282.5,397.3,308.1,179.2,20.7,11.5,19.4,34.4,20.7,58.4,119.1,35.7
29,45,KPX홀딩스,201.4,218.2,227.3,189.0,25.8,22.7,27.1,32.5,9.8,16.0,23.6,13.7
30,47,KSS해운,31.0,31.9,25.8,13.2,260.0,240.7,297.8,321.9,1.9,2.1,3.1,3.1
31,48,KT,119.4,110.7,115.5,112.6,118.5,127.5,116.5,124.3,4.3,4.2,4.5,6.4
32,49,KT&G,240.9,248.1,211.7,188.0,24.9,23.0,26.1,26.4,180.2,201.4,245.4,75.0
33,50,다올투자증권,32.7,51.5,54.2,31.5,232.3,392.7,639.2,853.7,2327.0,2302.0,2336.0,2996.0
34,51,KTcs,151.7,153.1,154.8,152.8,116.6,130.4,126.8,128.3,350.0,6.2,13.4,20.0
35,52,LF,200.9,83.0,108.0,138.7,39.6,73.7,75.3,69.6,19.5,11.0,8.4,16.2
36,53,LG,148.0,172.7,274.4,194.9,25.7,18.0,16.4,17.0,46.2,26.4,53.4,106.5
37,55,LX인터내셔널,94.3,92.4,100.0,97.8,225.1,214.9,206.9,183.0,3.3,2.8,3.7,19.2
38,56,LG생활건강,79.2,80.0,79.3,96.5,46.8,53.3,40.3,37.4,102.5,84.8,97.6,102.9
39,57,LG유플러스,98.9,94.0,107.8,97.0,103.4,144.1,139.8,143.4,7.3,6.2,5.9,6.4
40,58,LG이노텍,108.1,99.8,100.8,82.2,171.7,161.8,148.7,133.6,4.9,7.5,13.7,30.8
41,59,LG전자,77.9,78.7,78.2,75.1,171.8,173.1,174.8,166.1,6.5,6.0,16.9,14.7
42,60,LX하우시스,106.2,75.0,85.0,64.9,173.8,180.1,184.9,195.0,2.0,1.9,2.4,2.8
43,61,LG화학,107.2,76.5,86.9,80.5,67.1,95.7,120.3,120.3,16.6,4.1,9.1,23.8
44,62,LIG넥스원,100.7,101.0,95.5,85.6,257.2,265.6,286.0,237.6,1.6,1.0,3.8,7.0
45,63,LS,112.2,113.4,116.0,101.7,140.6,152.0,162.1,168.1,2.8,1.9,2.7,4.5
46,65,LS ELECTRIC,191.3,195.1,228.6,192.4,85.4,86.3,79.7,89.8,12.2,10.6,9.1,10.4
47,66,LS전선아시아,77.2,67.4,75.0,63.4,143.4,123.1,179.8,187.3,4.1,5.4,4.0,7.3
48,67,MH에탄올,16.3,8.7,20.1,14.4,380.6,468.7,459.1,433.0,0.1,0.7,1.3,1.9
49,68,NAVER,203.4,148.1,133.2,140.7,66.1,89.1,106.1,40.2,68.7,69.8,56.1,29.4
50,69,NHN,172.2,191.6,185.9,182.2,37.1,36.7,38.3,44.3,53.4,16.5,16.8,16.0
51,70,NH투자증권,68.8,67.1,62.4,59.2,957.1,828.7,981.2,758.0,11684.0,12316.0,13873.0,16809.0
52,71,NICE,120.9,125.5,118.2,103.2,108.9,109.6,118.5,133.5,14.4,8.5,8.1,7.1
53,72,NI스틸,22.2,22.9,24.4,29.6,129.5,133.3,136.6,140.4,4.5,3.6,6.3,9.8
54,73,NPC,107.4,130.3,140.0,92.5,50.5,42.1,39.0,54.7,8.0,11.0,17.4,17.0
55,75,POSCO홀딩스,117.0,146.6,158.9,149.0,67.3,65.4,65.9,66.9,7.5,5.1,3.8,21.0
56,77,SNT모티브,194.3,205.6,190.2,224.3,45.1,41.2,43.7,34.1,421550.5,1008.2,1965.4,1518.2
57,78,SNT중공업,280.4,304.2,244.3,291.3,39.2,36.3,39.5,34.7,11.6,31.9,18.6,42.9
58,79,SNT홀딩스,248.4,255.6,222.3,266.4,40.6,37.6,40.4,33.3,59.8,184.1,153.0,215.9
59,81,SBS,233.6,181.8,271.7,176.7,68.5,92.8,104.7,102.6,1.0,2.0,11.3,33.4
60,86,SIMPAC,87.8,91.6,88.9,112.2,56.7,53.9,58.9,65.2,4.1,3.5,2.6,29.8
61,87,SJM,306.7,294.4,319.3,247.3,20.2,26.0,29.5,29.3,364.3,14.3,12.1,14.6
62,88,SJM홀딩스,355.9,343.6,331.6,270.6,18.7,22.2,24.4,24.8,5.7,8.4,8.2,10.6
63,90,SKC,51.5,58.2,52.5,75.8,126.2,130.1,182.3,170.8,3.9,2.5,2.4,6.1
64,91,SK가스,86.9,85.1,135.0,134.7,128.6,145.8,137.0,141.9,2.8,4.2,5.1,2.6
65,92,SK네트웍스,60.0,71.5,55.8,67.1,236.1,339.8,290.8,293.9,6.1,1.1,1.1,1.2
66,93,SK디앤디,60.6,67.1,54.1,70.7,328.4,286.5,222.2,210.3,5.7,2.4,2.9,4.1
67,95,SK증권,59.8,62.4,55.0,51.1,594.1,626.0,823.0,929.8,2069.0,2076.0,2275.0,2372.0
68,96,SK디스커버리,84.0,94.2,142.2,114.7,107.3,115.2,114.9,124.2,2.2,3.1,3.8,1.4
69,97,SK텔레콤,112.0,100.9,105.2,88.3,89.6,98.1,96.4,150.6,3.9,2.7,4.3,5.0
70,98,SK하이닉스,118.7,115.1,115.0,121.6,35.9,36.1,37.1,55.0,220.3,11.1,19.8,47.7
71,99,SPC삼립,50.9,54.3,46.9,54.3,139.6,270.7,290.1,265.0,12.0,5.4,4.7,7.1
72,101,STX엔진,79.6,68.1,59.6,50.0,290.6,248.8,203.7,194.9,1.4,2.0,1.2,0.4
73,104,TCC스틸,89.1,46.0,61.8,91.8,171.5,168.9,153.3,136.4,3.3,2.3,0.2,5.0
74,106,YG PLUS,232.4,182.1,153.0,183.2,27.1,40.2,45.0,53.1,4.0,5.6,2.3,6.0
75,107,가온전선,145.5,123.6,112.1,119.6,102.2,99.7,105.8,145.8,1.4,2.5,3.1,4.3
76,111,경농,38.2,41.9,40.8,56.8,77.3,83.7,75.8,64.2,5.2,2.2,5.1,7.1
77,112,경동나비엔,49.8,50.4,54.0,49.1,108.4,102.6,111.0,107.3,11.3,11.1,17.0,19.3
78,113,경동도시가스,117.8,122.6,125.6,117.1,142.8,120.8,96.2,140.9,98.8,29.3,18.4,32.1
79,114,경동인베스트,201.2,242.9,275.2,325.1,47.1,46.1,36.8,31.4,10.6,5.8,6.9,5.7
80,115,경방,37.3,121.4,31.8,35.9,83.7,84.9,70.5,69.0,5.1,3.6,3.2,13.0
81,117,경인양행,70.7,57.4,71.1,70.2,84.6,98.8,121.2,130.1,5.7,4.7,0.7,6.6
82,119,계룡건설,76.3,75.0,89.8,97.8,292.5,298.8,241.6,208.5,8.6,6.7,8.2,8.9
83,120,계양전기,161.8,145.2,120.2,102.9,45.4,51.7,58.4,55.6,209.7,5.4,4.0,3.7
84,121,고려개발,142.1,72.8,136.3,143.3,747.2,335.5,262.9,230.8,5.8,3.1,5.0,6.0
85,122,고려산업,86.8,84.4,59.7,49.7,131.2,115.5,111.0,123.3,2.3,1.9,4.2,2.4
86,123,고려아연,497.4,432.0,238.1,157.0,13.4,14.7,19.9,28.8,726.2,573.5,538.8,263.2
87,124,고려제강,90.8,91.3,100.7,116.9,63.9,59.5,53.5,51.0,2.4,1.7,1.2,17.0
88,125,상상인증권,58.4,45.6,44.1,46.1,364.8,208.1,196.1,199.1,182.0,102.0,166.0,267.0
89,126,광동제약,127.0,122.9,136.7,133.7,69.9,77.2,65.4,67.6,12.2,13.2,18.4,17.7
90,127,광명전기,161.9,175.5,181.1,193.5,53.8,48.7,51.1,47.6,8.2,36.0,20.9,13.2
91,129,광주신세계,100.1,132.7,197.0,231.6,12.2,13.8,12.3,14.3,716.0,193.3,165.5,203.3
92,131,교보증권,69.5,69.3,60.2,60.3,732.9,724.6,700.4,723.3,2642.0,2716.0,3064.0,3494.0
93,132,국도화학,119.7,131.8,133.5,111.9,71.0,69.4,68.5,73.8,10.9,5.9,7.1,36.0
94,136,극동유화,155.5,116.0,112.0,105.5,75.2,71.3,69.4,76.8,9.7,8.5,8.9,9.4
95,138,금비,156.6,93.4,85.0,90.5,59.1,112.1,108.7,113.2,9.6,2.7,4.5,2.1
96,139,금양,91.7,73.7,120.1,105.7,157.7,228.4,175.5,168.2,3.7,2.5,1.1,2.0
97,140,금호건설,87.6,117.4,74.1,82.0,231.8,255.2,252.9,165.9,4.2,5.5,8.0,16.1
98,141,금호석유,49.9,62.1,97.0,112.9,96.6,72.6,59.6,59.7,9.7,8.3,26.5,88.6
99,146,기아,84.1,77.8,90.1,102.6,90.1,91.0,102.4,91.5,5.7,10.7,8.8,29.8
100,151,남광토건,105.4,101.0,97.3,120.2,203.2,283.1,207.7,212.2,84.3,8.9,58.3,57.8
101,156,남해화학,194.5,183.0,211.6,99.7,29.0,33.9,30.1,52.5,12.0,9.0,28.4,36.1
102,157,넥센,108.3,116.2,114.7,96.3,103.2,100.9,107.7,116.0,12.9,10.2,3.3,1.7
103,158,넥센타이어,107.1,113.7,111.4,94.0,127.0,120.6,128.9,139.0,9.5,10.0,2.2,0.2
104,159,넷마블,440.8,384.5,111.2,64.1,19.4,24.9,45.5,77.5,417.0,23.1,11.8,4.2
105,160,노루페인트,91.4,99.4,88.4,107.6,97.4,94.6,99.7,94.4,4.6,6.3,8.0,7.1
106,161,노루홀딩스,133.6,131.3,114.0,124.6,75.8,77.5,81.9,80.9,1.4,3.4,5.1,4.3
107,162,녹십자,166.9,138.3,117.9,115.9,53.0,65.5,69.5,64.2,6.6,4.3,4.9,5.9
108,163,녹십자홀딩스,107.8,99.0,94.9,99.1,80.9,84.1,93.7,83.0,2.8,4.0,2.9,3.1
109,164,농심,163.0,148.8,162.0,155.0,33.4,36.7,33.0,31.8,24.3,13.8,41.0,54.1
110,165,농심홀딩스,62.8,59.4,61.2,58.4,33.4,31.9,28.2,27.9,13.3,12.1,29.5,29.5
111,166,다우기술,138.6,156.0,173.2,173.9,692.7,828.7,1090.1,903.4,48.6,89.4,143.1,166.9
112,171,대덕GDS,345.3,400.8,267.4,233.9,15.9,12.5,18.8,16.8,26.1,27.2,155.4,55.4
113,173,대동,53.1,51.6,45.3,46.9,255.3,278.1,185.9,226.7,0.5,2.2,3.0,4.6
114,175,대림B&Co,97.0,94.5,110.0,55.3,88.4,93.9,106.7,107.5,3.0,1.7,0.7,1.1
115,176,DL,118.5,131.6,109.7,149.4,112.1,99.6,332.9,83.7,7.5,2.3,1.8,3.2
116,179,대상,78.9,92.2,118.6,105.7,136.8,135.5,129.5,130.2,5.1,5.3,8.4,8.7
117,180,대상홀딩스,86.7,96.0,121.2,101.5,140.2,140.4,130.8,143.2,4.9,5.3,8.2,7.1
118,182,대성에너지,97.8,91.4,72.8,93.2,116.5,127.5,123.3,134.0,6.2,7.5,7.7,6.2
119,183,대성홀딩스,112.3,92.9,88.1,120.3,109.8,110.4,103.1,108.4,2.8,3.7,4.2,4.6
120,184,대신증권,43.7,43.0,34.5,36.3,857.1,863.7,935.2,758.0,4686.0,5139.0,4775.0,6663.0
121,185,대양금속,56.3,166.4,163.8,185.7,191.4,35.7,53.4,58.2,2.8,1.2,1.3,9.7
122,186,대영포장,72.9,95.0,116.2,199.1,55.9,41.0,35.1,47.1,8.1,12.7,9.9,14.6
123,187,대우건설,88.2,101.8,91.0,109.8,276.8,289.7,247.6,225.2,5.7,2.8,5.3,12.0
124,190,대웅,116.9,172.2,158.6,116.5,65.1,64.4,64.5,67.1,9.3,10.5,9.3,17.7
125,191,대웅제약,88.9,133.0,108.5,75.9,98.7,95.9,96.6,101.5,2.9,4.4,1.6,8.7
126,193,대원전선,119.7,124.0,124.0,115.6,135.3,135.9,124.9,174.5,2.7,0.9,5.2,2.3
127,194,대원제약,108.2,112.4,95.5,108.4,50.4,60.4,57.6,96.7,343.9,130.7,20.4,9.4
128,196,대유에이텍,49.2,58.6,59.9,51.3,422.3,373.3,387.5,596.4,0.5,1.9,2.9,2.4
129,197,대유플러스,105.3,93.2,54.7,77.1,630.3,576.7,291.3,327.9,6.1,2.6,2.1,1.3
130,198,대창,52.3,44.4,54.0,59.8,163.9,167.9,180.2,195.8,1.4,1.4,3.0,5.5
131,199,대창단조,245.3,294.5,319.5,169.3,26.3,25.2,25.4,31.4,67.5,56.9,73.4,130.2
132,201,대한유화,193.7,331.2,696.9,217.1,16.6,13.9,12.3,22.2,88.0,78.0,354.5,165.7
133,202,대한전선,115.7,58.6,62.9,77.7,264.4,295.0,233.5,266.4,1.3,0.8,1.5,2.0
134,203,대한제강,122.1,126.5,130.8,131.7,51.1,37.5,72.3,71.1,2.0,20.1,48.7,160.0
135,204,대한제당,77.9,75.8,86.9,82.4,151.2,146.2,139.5,131.3,2.4,2.2,4.0,4.7
136,205,대한제분,227.4,174.8,153.6,137.0,22.8,32.3,38.9,50.1,23.2,8.2,6.3,6.8
137,206,대한항공,37.5,32.6,43.2,71.6,717.1,871.5,660.6,288.5,1.2,0.3,0.2,3.6
138,207,대한해운,55.4,46.5,62.9,101.7,276.3,273.2,292.1,154.3,1.7,1.5,1.6,3.0
139,208,대한화섬,48.0,73.2,350.3,237.2,17.1,14.2,19.0,22.3,2.7,7.0,9.4,8.5
140,209,대현,143.4,127.6,131.7,141.1,39.5,32.4,24.3,26.7,1868.3,285.7,116.1,536.5
141,211,더존비즈온,165.8,105.7,114.4,57.9,53.0,100.3,102.0,79.4,74.7,24.2,10.5,9.9
142,214,덴티움,88.0,91.0,72.3,91.1,124.3,164.9,123.2,95.9,30.4,8.7,4.9,11.5
143,215,도레이케미칼,150.8,125.5,132.2,122.1,28.0,33.7,39.8,47.3,39.9,44.4,43.1,45.0
144,216,도화엔지니어링,126.6,121.7,125.7,118.5,51.1,61.9,75.9,87.4,50.0,116.8,99.7,15.7
145,218,동국제강,40.1,40.9,42.5,42.5,182.0,179.6,153.7,127.7,1.2,1.4,3.3,12.3
146,219,동남합성,81.7,207.1,69.5,73.8,47.3,27.7,65.9,95.9,12.1,21.9,76.5,46.9
147,220,동방,38.3,47.2,48.9,78.1,325.6,443.4,351.2,304.1,1.0,1.2,1.6,1.9
148,221,동방아그로,226.2,207.2,203.2,174.2,39.7,41.5,38.3,39.0,127.5,20.2,24.5,105.3
149,222,동부건설,178.4,139.5,160.1,164.6,97.2,112.1,107.5,125.5,9.5,59.7,28.7,11.9
150,226,동서,1145.6,1221.0,1279.7,1247.4,11.0,9.4,9.2,9.3,1737.4,695.1,1128.5,795.4
151,228,동성케미컬,70.8,85.2,75.5,74.1,101.7,103.3,86.8,79.2,1.1,6.5,7.8,8.5
152,229,동성화학,124.8,146.1,179.7,284.6,72.3,63.1,52.4,33.5,7.4,6.8,32.0,79.9
153,230,동아쏘시오홀딩스,65.8,58.1,71.7,60.5,68.8,81.9,70.0,71.7,4.2,3.9,4.2,5.4
154,232,동아에스티,120.2,156.7,242.1,154.8,63.7,56.2,52.7,70.0,5.8,7.5,6.6,2.8
155,233,동아지질,191.3,168.7,175.3,162.3,62.9,66.2,74.8,71.6,31.1,16.7,1.7,4.2
156,234,동아타이어,192.2,241.7,257.0,196.6,8.5,8.1,7.9,13.5,102.3,134.3,285.8,217.3
157,241,동양피스톤,41.3,45.6,43.3,47.3,232.5,223.8,262.1,220.1,3.1,3.2,0.3,2.2
158,243,동원F&B,82.5,62.6,82.4,75.5,121.9,131.0,125.4,142.3,6.6,7.0,7.7,9.0
159,245,동원산업,60.3,73.1,67.7,94.3,166.3,176.9,139.8,105.3,5.1,4.0,6.9,7.4
160,247,동원시스템즈,81.3,124.4,66.5,81.4,109.5,101.2,103.7,124.2,7.0,6.4,9.7,8.1
161,248,동일고무벨트,151.4,176.0,213.7,153.8,52.3,45.4,38.0,50.1,10.7,14.4,24.4,1.2
162,249,DI동일,47.4,58.3,69.0,67.7,84.9,79.3,70.8,73.2,4.5,1.7,3.7,9.1
163,255,두산밥캣,110.6,62.4,118.8,99.6,72.4,68.5,70.9,98.6,8.8,10.1,8.9,10.7
164,257,현대두산인프라코어,76.8,56.2,89.1,78.1,188.7,165.7,167.9,249.1,4.3,4.4,2.6,2.8
165,259,두올,102.2,93.2,119.0,127.6,111.4,105.8,121.2,115.0,11.8,11.5,6.4,7.7
166,260,디씨엠,378.0,323.3,274.6,318.3,15.4,18.5,20.6,21.8,57.3,107.3,116.8,208.9
167,263,디와이,135.4,137.3,136.4,118.8,66.6,59.1,70.3,72.6,7.9,8.6,10.6,12.4
168,264,디와이파워,112.4,139.6,166.3,147.7,72.2,57.2,52.2,51.4,18.8,15.2,38.7,48.1
169,265,디티알오토모티브,112.9,109.9,118.3,160.0,54.5,45.6,46.9,108.0,20.3,24.4,24.3,18.3
170,266,스틱인베스트먼트,247.3,191.8,204.8,179.7,31.2,41.1,38.2,47.3,18.1,19.4,42.2,96.3
171,267,락앤락,400.3,376.6,391.9,345.9,11.9,17.0,17.7,19.6,40.1,14.7,25.6,33.4
172,270,롯데쇼핑,67.3,56.7,57.4,62.3,111.3,188.1,196.1,183.4,2.6,0.9,0.7,0.4
173,271,롯데정밀화학,238.2,241.7,214.7,201.4,23.4,20.1,13.6,23.9,46.4,90.2,141.0,680.4
174,272,롯데제과,104.0,107.0,117.9,84.7,102.1,108.8,106.5,101.0,3.7,4.0,4.5,5.4
175,273,롯데지주,92.1,70.0,89.3,82.8,227.5,100.3,113.0,106.9,1.3,1.0,1.1,1.9
176,274,롯데칠성,62.6,54.6,73.5,71.0,167.6,165.2,165.6,148.9,2.2,2.8,2.7,5.2
177,275,롯데케미칼,160.7,202.2,185.5,145.0,53.6,42.6,41.4,48.0,24.9,9.8,3.3,18.0
178,276,롯데푸드,142.5,87.6,116.0,102.3,77.0,86.7,69.0,61.8,12.0,9.5,7.4,7.9
179,277,롯데하이마트,77.3,31.1,58.5,28.0,51.2,61.7,73.9,61.1,11.1,5.3,7.0,5.7
180,279,만도,90.1,100.9,102.6,112.7,199.5,189.8,188.9,179.0,4.8,4.5,2.0,4.6
181,284,메리츠증권,40.6,47.8,52.0,50.4,797.2,848.2,815.6,914.3,8484.0,10344.0,11587.0,14334.0
182,288,모나미,81.3,57.8,73.6,120.6,129.1,120.2,117.9,93.7,2.4,0.7,0.0,2.3
183,291,무림P&P,64.4,49.4,61.7,46.5,113.8,117.6,137.8,139.7,9.2,4.0,0.7,2.9
184,292,무림페이퍼,54.8,50.4,63.3,51.9,201.7,213.8,240.4,253.3,4.1,2.1,0.9,1.1
185,294,문배철강,245.5,115.7,118.5,98.6,37.9,75.4,57.6,46.8,3.4,2.1,1.9,18.9
186,297,미래에셋증권,32.6,32.5,31.9,39.7,1313.8,1348.3,1301.1,924.0,17119.0,16270.0,19787.0,24735.0
187,299,미원상사,188.5,166.1,211.6,184.4,24.2,25.0,22.9,25.8,53.1,756.1,375.8,13098.1
188,300,미원에스씨,291.5,328.5,349.2,177.2,25.6,25.1,25.3,34.2,389.0,210.3,273.5,1562.1
189,301,미원홀딩스,64.1,96.5,86.2,69.0,68.1,59.5,67.1,81.0,13.4,8.8,15.7,18.0
190,303,미창석유,546.1,480.3,633.0,533.7,13.2,14.5,12.5,15.1,287.3,190.8,219.7,1277.8
191,306,백광산업,30.8,61.1,46.3,33.5,93.4,96.5,82.1,89.5,8.3,6.0,6.2,7.1
192,307,태경비케이,69.4,115.8,158.4,153.7,52.3,48.6,41.8,41.5,7.0,3.3,14.7,36.5
193,308,백산,98.1,89.1,96.6,99.4,113.4,132.4,137.8,124.6,8.8,8.2,1.1,8.5
194,309,범양건영,108.8,175.3,143.5,165.3,136.0,97.8,93.7,130.4,6.2,12.3,7.4,1.4
195,312,보락,217.6,161.2,176.4,195.3,21.8,26.6,23.0,23.7,44.3,7.1,1.6,22.6
196,313,보령제약,114.6,105.4,179.2,209.2,75.7,79.4,90.4,74.7,258.5,628.8,12.0,9.3
197,316,부국증권,63.7,68.8,56.1,60.3,208.7,204.8,186.8,150.0,1319.0,1135.0,1167.0,2056.0
198,317,부국철강,563.7,715.5,363.5,242.1,10.2,8.6,16.7,25.1,3087.8,1277.7,6552.0,68267.6
199,319,부산산업,83.6,100.0,102.1,79.1,87.0,75.2,58.4,72.6,8.3,18.8,22.0,1.5
200,322,빙그레,362.6,382.7,213.8,149.7,20.0,19.9,29.6,36.3,1404.6,231.2,144.9,82.8
201,323,사조대림,40.3,37.4,46.6,47.0,127.9,152.6,148.9,119.6,5.6,4.9,4.9,9.9
202,324,사조동아원,39.2,46.6,48.2,44.1,164.3,137.0,114.9,111.9,2.0,1.1,2.2,4.2
203,325,사조산업,42.6,52.5,59.0,56.8,130.7,134.5,116.1,96.9,4.0,1.2,1.7,5.0
204,326,사조씨푸드,25.6,63.3,90.6,45.5,73.1,70.4,47.8,46.5,5.5,2.9,4.3,9.2
205,327,사조오양,30.8,36.6,62.1,62.0,98.0,85.7,72.5,60.6,4.0,7.2,12.3,12.6
206,331,삼성SDI,94.0,92.8,77.2,76.7,58.3,56.8,61.2,70.0,13.8,5.6,9.7,18.7
207,333,삼성물산,92.0,90.2,100.1,105.6,88.1,72.0,64.9,65.6,5.9,6.4,9.1,12.9
208,334,삼성바이오로직스,179.5,130.9,187.6,163.5,43.9,35.8,39.7,59.7,3.5,3.6,18.2,36.5
209,336,삼성에스디에스,372.3,374.9,381.0,317.8,30.3,34.1,33.5,41.3,526.3,65.7,53.3,45.8
210,337,삼성엔지니어링,87.4,97.5,105.9,115.3,363.0,252.5,200.7,209.0,4.7,26.7,38.6,98.5
211,338,삼성전기,96.0,120.9,146.9,124.4,74.8,59.7,56.1,44.7,15.1,9.5,21.3,37.4
212,339,삼성전자,210.9,242.4,219.8,200.6,37.0,34.1,37.1,39.9,87.3,40.5,61.7,119.7
213,342,삼성증권,66.2,62.2,48.1,49.6,722.2,803.8,1101.2,980.6,9670.0,11342.0,12218.0,14926.0
214,346,삼아알미늄,46.7,41.1,43.1,50.4,86.2,91.6,88.0,86.2,2.5,3.0,4.1,9.3
215,347,삼양사,75.5,133.7,136.0,76.8,71.7,84.5,90.4,96.5,5.9,3.6,5.3,4.1
216,348,삼양식품,76.6,105.0,101.2,128.4,75.8,63.5,60.2,90.3,35.2,50.5,104.1,182.2
217,349,삼양통상,736.6,723.6,827.2,709.1,11.9,13.1,12.4,12.9,98.0,140.1,301.7,302.9
218,350,삼양패키징,110.3,121.8,100.1,89.8,105.7,97.0,83.4,90.7,4.8,5.2,7.5,7.3
219,351,삼양홀딩스,109.6,180.7,167.6,114.7,65.5,76.9,80.6,83.9,5.7,2.6,5.9,13.2
220,353,삼영전자,1093.1,1718.2,1491.3,1107.5,5.7,3.8,4.7,6.2,688.0,500.8,1547.6,1109.1
221,355,삼원강재,242.4,296.9,250.1,212.3,24.0,18.8,21.3,23.8,106.0,87.2,259.1,1960.5
222,356,삼익THK,78.4,59.1,67.5,72.9,89.7,108.4,104.0,91.6,24.9,2.8,2.0,5.0
